Time,Oxygen Level,Pulse Rate,Motion
20:28:52 08/05/2026,98,58,0
20:28:53 08/05/2026,98,58,0
20:28:54 08/05/2026,98,57,0
20:28:55 08/05/2026,98,57,0
20:28:56 08/05/2026,98,57,0
20:28:57 08/05/2026,98,57,0
20:28:58 08/05/2026,98,58,0
20:28:59 08/05/2026,98,58,0
20:29:00 08/05/2026,98,58,0
20:29:01 08/05/2026,98,58,0
20:29:02 08/05/2026,98,59,0
20:29:03 08/05/2026,98,59,0
20:29:04 08/05/2026,98,59,0
20:29:05 08/05/2026,98,59,0
20:29:06 08/05/2026,98,59,0
20:29:07 08/05/2026,98,59,0
20:29:08 08/05/2026,98,58,0
20:29:09 08/05/2026,98,58,0
20:29:10 08/05/2026,98,58,0
20:29:11 08/05/2026,98,58,0
20:29:12 08/05/2026,98,57,0
20:29:13 08/05/2026,98,57,0
20:29:14 08/05/2026,98,56,0
20:29:15 08/05/2026,98,56,0
20:29:16 08/05/2026,98,56,0
20:29:17 08/05/2026,98,56,0
20:29:18 08/05/2026,98,57,0
20:29:19 08/05/2026,98,62,0
20:29:20 08/05/2026,98,63,0
20:29:21 08/05/2026,98,63,0
20:29:22 08/05/2026,98,63,0
20:29:23 08/05/2026,98,63,0
20:29:24 08/05/2026,98,62,0
20:29:25 08/05/2026,98,62,0
20:29:26 08/05/2026,98,57,0
20:29:27 08/05/2026,98,56,0
20:29:28 08/05/2026,98,55,0
20:29:29 08/05/2026,98,55,0
20:29:30 08/05/2026,98,55,0
20:29:31 08/05/2026,98,55,0
20:29:32 08/05/2026,98,56,0
20:29:33 08/05/2026,98,56,0
20:29:34 08/05/2026,98,57,0
20:29:35 08/05/2026,98,58,0
20:29:36 08/05/2026,98,60,0
20:29:37 08/05/2026,98,62,0
20:29:38 08/05/2026,98,63,0
20:29:39 08/05/2026,98,63,0
20:29:40 08/05/2026,98,63,0
20:29:41 08/05/2026,98,63,0
20:29:42 08/05/2026,98,63,0
20:29:43 08/05/2026,98,62,0
20:29:44 08/05/2026,98,60,0
20:29:45 08/05/2026,97,59,0
20:29:46 08/05/2026,97,59,0
20:29:47 08/05/2026,97,59,0
20:29:48 08/05/2026,97,58,0
20:29:49 08/05/2026,97,58,0
20:29:50 08/05/2026,97,57,0
20:29:51 08/05/2026,97,56,0
20:29:52 08/05/2026,98,55,0
20:29:53 08/05/2026,98,56,0
20:29:54 08/05/2026,98,55,0
20:29:55 08/05/2026,98,55,0
20:29:56 08/05/2026,98,55,0
20:29:57 08/05/2026,98,55,0
20:29:58 08/05/2026,98,55,0
20:29:59 08/05/2026,98,55,0
20:30:00 08/05/2026,98,55,0
20:30:01 08/05/2026,98,56,0
20:30:02 08/05/2026,98,56,0
20:30:03 08/05/2026,98,56,0
20:30:04 08/05/2026,98,56,0
20:30:05 08/05/2026,98,56,0
20:30:06 08/05/2026,98,56,0
20:30:07 08/05/2026,98,57,0
20:30:08 08/05/2026,98,57,0
20:30:09 08/05/2026,98,57,0
20:30:10 08/05/2026,98,57,0
20:30:11 08/05/2026,98,58,0
20:30:12 08/05/2026,98,58,0
20:30:13 08/05/2026,98,59,0
20:30:14 08/05/2026,98,60,0
20:30:15 08/05/2026,98,61,0
20:30:16 08/05/2026,98,62,0
20:30:17 08/05/2026,98,62,0
20:30:18 08/05/2026,98,62,0
20:30:19 08/05/2026,98,61,0
20:30:20 08/05/2026,98,60,0
20:30:21 08/05/2026,98,60,0
20:30:22 08/05/2026,98,59,0
20:30:23 08/05/2026,98,58,0
20:30:24 08/05/2026,98,58,0
20:30:25 08/05/2026,98,58,0
20:30:26 08/05/2026,98,58,0
20:30:27 08/05/2026,98,58,0
20:30:28 08/05/2026,98,58,0
20:30:29 08/05/2026,98,58,0
20:30:30 08/05/2026,98,57,0
20:30:31 08/05/2026,98,57,0
20:30:32 08/05/2026,98,56,0
20:30:33 08/05/2026,98,56,0
20:30:34 08/05/2026,98,56,0
20:30:35 08/05/2026,98,55,0
20:30:36 08/05/2026,98,55,0
20:30:37 08/05/2026,98,55,0
20:30:38 08/05/2026,98,55,0
20:30:39 08/05/2026,98,56,0
20:30:40 08/05/2026,98,56,0
20:30:41 08/05/2026,98,56,0
20:30:42 08/05/2026,98,57,0
20:30:43 08/05/2026,98,58,0
20:30:44 08/05/2026,98,58,0
20:30:45 08/05/2026,98,58,0
20:30:46 08/05/2026,98,58,0
20:30:47 08/05/2026,98,58,0
20:30:48 08/05/2026,98,58,0
20:30:49 08/05/2026,98,57,0
20:30:50 08/05/2026,98,57,0
20:30:51 08/05/2026,98,57,0
20:30:52 08/05/2026,98,57,0
20:30:53 08/05/2026,98,57,0
20:30:54 08/05/2026,98,57,0
20:30:55 08/05/2026,98,57,0
20:30:56 08/05/2026,98,57,0
20:30:57 08/05/2026,98,57,0
20:30:58 08/05/2026,98,56,0
20:30:59 08/05/2026,98,56,0
20:31:00 08/05/2026,98,56,0
20:31:01 08/05/2026,98,56,0
20:31:02 08/05/2026,98,56,0
20:31:03 08/05/2026,98,56,0
20:31:04 08/05/2026,98,56,0
20:31:05 08/05/2026,98,56,0
20:31:06 08/05/2026,98,57,0
20:31:07 08/05/2026,98,57,0
20:31:08 08/05/2026,98,57,0
20:31:09 08/05/2026,98,57,0
20:31:10 08/05/2026,98,58,0
20:31:11 08/05/2026,98,58,0
20:31:12 08/05/2026,98,57,0
20:31:13 08/05/2026,98,57,0
20:31:14 08/05/2026,98,57,0
20:31:15 08/05/2026,98,57,0
20:31:16 08/05/2026,98,56,0
20:31:17 08/05/2026,98,56,0
20:31:18 08/05/2026,98,56,0
20:31:19 08/05/2026,98,56,0
20:31:20 08/05/2026,98,56,0
20:31:21 08/05/2026,98,56,0
20:31:22 08/05/2026,98,56,0
20:31:23 08/05/2026,98,55,0
20:31:24 08/05/2026,98,56,0
20:31:25 08/05/2026,98,56,0
20:31:26 08/05/2026,98,56,0
20:31:27 08/05/2026,98,56,0
20:31:28 08/05/2026,98,56,0
20:31:29 08/05/2026,98,57,0
20:31:30 08/05/2026,98,57,0
20:31:31 08/05/2026,98,58,0
20:31:32 08/05/2026,98,59,0
20:31:33 08/05/2026,98,60,0
20:31:34 08/05/2026,98,61,0
20:31:35 08/05/2026,98,61,0
20:31:36 08/05/2026,98,61,0
20:31:37 08/05/2026,98,62,0
20:31:38 08/05/2026,98,62,0
20:31:39 08/05/2026,98,61,0
20:31:40 08/05/2026,98,59,0
20:31:41 08/05/2026,98,58,0
20:31:42 08/05/2026,98,57,0
20:31:43 08/05/2026,98,57,0
20:31:44 08/05/2026,98,56,0
20:31:45 08/05/2026,98,55,0
20:31:46 08/05/2026,98,54,0
20:31:47 08/05/2026,98,55,0
20:31:48 08/05/2026,98,55,0
20:31:49 08/05/2026,98,55,0
20:31:50 08/05/2026,98,54,0
20:31:51 08/05/2026,98,54,0
20:31:52 08/05/2026,98,54,0
20:31:53 08/05/2026,98,54,0
20:31:54 08/05/2026,98,54,0
20:31:55 08/05/2026,98,54,0
20:31:56 08/05/2026,98,54,0
20:31:57 08/05/2026,98,54,0
20:31:58 08/05/2026,98,55,0
20:31:59 08/05/2026,98,55,0
20:32:00 08/05/2026,98,54,0
20:32:01 08/05/2026,98,55,0
20:32:02 08/05/2026,98,55,0
20:32:03 08/05/2026,98,56,0
20:32:04 08/05/2026,98,56,0
20:32:05 08/05/2026,97,56,0
20:32:06 08/05/2026,98,56,0
20:32:07 08/05/2026,97,56,0
20:32:08 08/05/2026,97,56,0
20:32:09 08/05/2026,97,55,0
20:32:10 08/05/2026,97,55,0
20:32:11 08/05/2026,97,55,0
20:32:12 08/05/2026,97,55,0
20:32:13 08/05/2026,97,55,0
20:32:14 08/05/2026,97,55,0
20:32:15 08/05/2026,97,55,0
20:32:16 08/05/2026,97,55,0
20:32:17 08/05/2026,97,55,0
20:32:18 08/05/2026,97,55,0
20:32:19 08/05/2026,97,55,0
20:32:20 08/05/2026,97,55,0
20:32:21 08/05/2026,97,55,0
20:32:22 08/05/2026,97,55,0
20:32:23 08/05/2026,97,56,0
20:32:24 08/05/2026,97,56,0
20:32:25 08/05/2026,97,56,0
20:32:26 08/05/2026,97,57,0
20:32:27 08/05/2026,97,57,0
20:32:28 08/05/2026,97,58,0
20:32:29 08/05/2026,97,58,0
20:32:30 08/05/2026,97,57,0
20:32:31 08/05/2026,97,57,0
20:32:32 08/05/2026,97,56,0
20:32:33 08/05/2026,97,56,0
20:32:34 08/05/2026,97,56,0
20:32:35 08/05/2026,97,55,0
20:32:36 08/05/2026,97,55,0
20:32:37 08/05/2026,97,55,0
20:32:38 08/05/2026,97,55,0
20:32:39 08/05/2026,97,55,0
20:32:40 08/05/2026,97,54,0
20:32:41 08/05/2026,97,54,0
20:32:42 08/05/2026,97,54,0
20:32:43 08/05/2026,97,54,0
20:32:44 08/05/2026,97,54,0
20:32:45 08/05/2026,97,54,0
20:32:46 08/05/2026,97,54,0
20:32:47 08/05/2026,97,55,0
20:32:48 08/05/2026,97,55,0
20:32:49 08/05/2026,97,56,0
20:32:50 08/05/2026,97,56,0
20:32:51 08/05/2026,97,56,0
20:32:52 08/05/2026,97,56,0
20:32:53 08/05/2026,97,56,0
20:32:54 08/05/2026,97,56,0
20:32:55 08/05/2026,97,56,0
20:32:56 08/05/2026,96,56,0
20:32:57 08/05/2026,96,57,0
20:32:58 08/05/2026,96,57,0
20:32:59 08/05/2026,96,57,0
20:33:00 08/05/2026,96,58,0
20:33:01 08/05/2026,96,58,0
20:33:02 08/05/2026,96,58,0
20:33:03 08/05/2026,96,58,0
20:33:04 08/05/2026,97,58,0
20:33:05 08/05/2026,97,58,0
20:33:06 08/05/2026,97,58,0
20:33:07 08/05/2026,97,57,0
20:33:08 08/05/2026,97,57,0
20:33:09 08/05/2026,97,57,0
20:33:10 08/05/2026,97,58,0
20:33:11 08/05/2026,97,58,0
20:33:12 08/05/2026,97,58,0
20:33:13 08/05/2026,97,57,0
20:33:14 08/05/2026,97,56,0
20:33:15 08/05/2026,97,57,0
20:33:16 08/05/2026,97,57,0
20:33:17 08/05/2026,97,56,0
20:33:18 08/05/2026,97,56,0
20:33:19 08/05/2026,96,56,0
20:33:20 08/05/2026,96,56,0
20:33:21 08/05/2026,96,57,0
20:33:22 08/05/2026,96,57,0
20:33:23 08/05/2026,96,57,0
20:33:24 08/05/2026,96,56,0
20:33:25 08/05/2026,96,56,0
20:33:26 08/05/2026,96,56,0
20:33:27 08/05/2026,97,56,0
20:33:28 08/05/2026,97,56,0
20:33:29 08/05/2026,97,56,0
20:33:30 08/05/2026,97,56,0
20:33:31 08/05/2026,97,56,0
20:33:32 08/05/2026,97,56,0
20:33:33 08/05/2026,97,56,0
20:33:34 08/05/2026,97,56,0
20:33:35 08/05/2026,97,56,0
20:33:36 08/05/2026,97,56,0
20:33:37 08/05/2026,97,55,0
20:33:38 08/05/2026,97,55,0
20:33:39 08/05/2026,97,55,0
20:33:40 08/05/2026,97,55,0
20:33:41 08/05/2026,97,55,0
20:33:42 08/05/2026,97,55,0
20:33:43 08/05/2026,97,55,0
20:33:44 08/05/2026,97,55,0
20:33:45 08/05/2026,97,55,0
20:33:46 08/05/2026,97,55,0
20:33:47 08/05/2026,97,55,0
20:33:48 08/05/2026,97,56,0
20:33:49 08/05/2026,97,56,0
20:33:50 08/05/2026,97,56,0
20:33:51 08/05/2026,97,56,0
20:33:52 08/05/2026,97,56,0
20:33:53 08/05/2026,97,56,0
20:33:54 08/05/2026,97,56,0
20:33:55 08/05/2026,97,55,0
20:33:56 08/05/2026,97,55,0
20:33:57 08/05/2026,97,55,0
20:33:58 08/05/2026,97,55,0
20:33:59 08/05/2026,97,56,0
20:34:00 08/05/2026,97,56,0
20:34:01 08/05/2026,97,57,0
20:34:02 08/05/2026,97,57,0
20:34:03 08/05/2026,97,58,0
20:34:04 08/05/2026,97,59,0
20:34:05 08/05/2026,97,59,0
20:34:06 08/05/2026,97,59,0
20:34:07 08/05/2026,97,58,0
20:34:08 08/05/2026,97,58,0
20:34:09 08/05/2026,97,59,0
20:34:10 08/05/2026,97,59,0
20:34:11 08/05/2026,97,58,0
20:34:12 08/05/2026,97,58,0
20:34:13 08/05/2026,97,58,0
20:34:14 08/05/2026,97,57,0
20:34:15 08/05/2026,97,57,0
20:34:16 08/05/2026,97,56,0
20:34:17 08/05/2026,97,55,0
20:34:18 08/05/2026,97,54,0
20:34:19 08/05/2026,97,54,0
20:34:20 08/05/2026,97,54,0
20:34:21 08/05/2026,97,54,0
20:34:22 08/05/2026,97,54,0
20:34:23 08/05/2026,97,54,0
20:34:24 08/05/2026,98,54,0
20:34:25 08/05/2026,98,54,0
20:34:26 08/05/2026,98,54,0
20:34:27 08/05/2026,98,55,0
20:34:28 08/05/2026,98,55,0
20:34:29 08/05/2026,98,55,0
20:34:30 08/05/2026,98,56,0
20:34:31 08/05/2026,98,56,0
20:34:32 08/05/2026,98,57,0
20:34:33 08/05/2026,98,57,0
20:34:34 08/05/2026,98,57,0
20:34:35 08/05/2026,98,57,0
20:34:36 08/05/2026,98,57,0
20:34:37 08/05/2026,98,57,0
20:34:38 08/05/2026,98,57,0
20:34:39 08/05/2026,98,57,0
20:34:40 08/05/2026,98,57,0
20:34:41 08/05/2026,97,57,0
20:34:42 08/05/2026,97,57,0
20:34:43 08/05/2026,97,57,0
20:34:44 08/05/2026,97,57,0
20:34:45 08/05/2026,97,57,0
20:34:46 08/05/2026,97,57,0
20:34:47 08/05/2026,97,57,0
20:34:48 08/05/2026,97,57,0
20:34:49 08/05/2026,97,56,0
20:34:50 08/05/2026,97,56,0
20:34:51 08/05/2026,97,56,0
20:34:52 08/05/2026,97,56,0
20:34:53 08/05/2026,97,56,0
20:34:54 08/05/2026,97,56,0
20:34:55 08/05/2026,97,57,0
20:34:56 08/05/2026,97,57,0
20:34:57 08/05/2026,97,57,0
20:34:58 08/05/2026,97,57,0
20:34:59 08/05/2026,97,57,0
20:35:00 08/05/2026,97,57,0
20:35:01 08/05/2026,97,57,0
20:35:02 08/05/2026,97,57,0
20:35:03 08/05/2026,97,57,0
20:35:04 08/05/2026,97,57,0
20:35:05 08/05/2026,97,57,0
20:35:06 08/05/2026,97,57,0
20:35:07 08/05/2026,97,57,0
20:35:08 08/05/2026,97,56,0
20:35:09 08/05/2026,97,56,0
20:35:10 08/05/2026,97,57,0
20:35:11 08/05/2026,97,57,0
20:35:12 08/05/2026,97,57,0
20:35:13 08/05/2026,97,56,0
20:35:14 08/05/2026,97,56,0
20:35:15 08/05/2026,97,56,0
20:35:16 08/05/2026,97,56,0
20:35:17 08/05/2026,97,56,0
20:35:18 08/05/2026,97,55,0
20:35:19 08/05/2026,97,55,0
20:35:20 08/05/2026,97,55,0
20:35:21 08/05/2026,97,55,0
20:35:22 08/05/2026,97,55,0
20:35:23 08/05/2026,97,55,0
20:35:24 08/05/2026,97,55,0
20:35:25 08/05/2026,97,56,0
20:35:26 08/05/2026,97,56,0
20:35:27 08/05/2026,97,55,0
20:35:28 08/05/2026,97,55,0
20:35:29 08/05/2026,97,55,0
20:35:30 08/05/2026,97,55,0
20:35:31 08/05/2026,97,56,0
20:35:32 08/05/2026,97,56,0
20:35:33 08/05/2026,97,56,0
20:35:34 08/05/2026,97,56,0
20:35:35 08/05/2026,97,56,0
20:35:36 08/05/2026,97,56,0
20:35:37 08/05/2026,97,56,0
20:35:38 08/05/2026,97,56,0
20:35:39 08/05/2026,97,56,0
20:35:40 08/05/2026,97,55,0
20:35:41 08/05/2026,97,55,0
20:35:42 08/05/2026,97,55,0
20:35:43 08/05/2026,97,55,0
20:35:44 08/05/2026,97,56,0
20:35:45 08/05/2026,97,56,0
20:35:46 08/05/2026,97,56,0
20:35:47 08/05/2026,97,56,0
20:35:48 08/05/2026,97,56,0
20:35:49 08/05/2026,97,56,0
20:35:50 08/05/2026,97,57,0
20:35:51 08/05/2026,97,57,0
20:35:52 08/05/2026,97,56,0
20:35:53 08/05/2026,97,56,0
20:35:54 08/05/2026,97,55,0
20:35:55 08/05/2026,97,55,0
20:35:56 08/05/2026,97,55,0
20:35:57 08/05/2026,97,55,0
20:35:58 08/05/2026,97,55,0
20:35:59 08/05/2026,98,54,0
20:36:00 08/05/2026,98,55,0
20:36:01 08/05/2026,98,55,0
20:36:02 08/05/2026,98,55,0
20:36:03 08/05/2026,98,56,0
20:36:04 08/05/2026,98,56,0
20:36:05 08/05/2026,97,56,0
20:36:06 08/05/2026,97,56,0
20:36:07 08/05/2026,97,56,0
20:36:08 08/05/2026,97,56,0
20:36:09 08/05/2026,97,56,0
20:36:10 08/05/2026,97,56,0
20:36:11 08/05/2026,97,56,0
20:36:12 08/05/2026,97,56,0
20:36:13 08/05/2026,97,56,0
20:36:14 08/05/2026,97,56,0
20:36:15 08/05/2026,97,56,0
20:36:16 08/05/2026,97,56,0
20:36:17 08/05/2026,97,57,0
20:36:18 08/05/2026,97,57,0
20:36:19 08/05/2026,97,57,0
20:36:20 08/05/2026,97,56,0
20:36:21 08/05/2026,97,56,0
20:36:22 08/05/2026,97,56,0
20:36:23 08/05/2026,97,56,0
20:36:24 08/05/2026,97,55,0
20:36:25 08/05/2026,97,55,0
20:36:26 08/05/2026,97,56,0
20:36:27 08/05/2026,97,56,0
20:36:28 08/05/2026,97,56,0
20:36:29 08/05/2026,97,56,0
20:36:30 08/05/2026,97,56,0
20:36:31 08/05/2026,97,56,0
20:36:32 08/05/2026,97,57,0
20:36:33 08/05/2026,98,57,0
20:36:34 08/05/2026,98,57,0
20:36:35 08/05/2026,98,57,0
20:36:36 08/05/2026,98,57,0
20:36:37 08/05/2026,98,57,0
20:36:38 08/05/2026,98,57,0
20:36:39 08/05/2026,98,57,0
20:36:40 08/05/2026,98,56,0
20:36:41 08/05/2026,97,56,0
20:36:42 08/05/2026,97,56,0
20:36:43 08/05/2026,97,55,0
20:36:44 08/05/2026,97,55,0
20:36:45 08/05/2026,97,55,0
20:36:46 08/05/2026,97,55,0
20:36:47 08/05/2026,97,55,0
20:36:48 08/05/2026,97,55,0
20:36:49 08/05/2026,97,55,0
20:36:50 08/05/2026,97,55,0
20:36:51 08/05/2026,97,54,0
20:36:52 08/05/2026,97,54,0
20:36:53 08/05/2026,97,54,0
20:36:54 08/05/2026,97,54,0
20:36:55 08/05/2026,97,55,0
20:36:56 08/05/2026,97,55,0
20:36:57 08/05/2026,97,56,0
20:36:58 08/05/2026,97,57,0
20:36:59 08/05/2026,97,57,0
20:37:00 08/05/2026,97,57,0
20:37:01 08/05/2026,97,57,0
20:37:02 08/05/2026,97,57,0
20:37:03 08/05/2026,97,56,0
20:37:04 08/05/2026,97,56,0
20:37:05 08/05/2026,96,54,0
20:37:06 08/05/2026,96,54,0
20:37:07 08/05/2026,96,53,0
20:37:08 08/05/2026,96,54,0
20:37:09 08/05/2026,96,54,0
20:37:10 08/05/2026,96,54,0
20:37:11 08/05/2026,97,54,0
20:37:12 08/05/2026,97,53,0
20:37:13 08/05/2026,97,54,0
20:37:14 08/05/2026,97,54,0
20:37:15 08/05/2026,97,54,0
20:37:16 08/05/2026,97,54,0
20:37:17 08/05/2026,97,54,0
20:37:18 08/05/2026,97,55,0
20:37:19 08/05/2026,97,55,0
20:37:20 08/05/2026,97,55,0
20:37:21 08/05/2026,97,55,0
20:37:22 08/05/2026,97,54,0
20:37:23 08/05/2026,97,54,0
20:37:24 08/05/2026,97,53,0
20:37:25 08/05/2026,97,53,0
20:37:26 08/05/2026,97,52,0
20:37:27 08/05/2026,97,52,0
20:37:28 08/05/2026,97,52,0
20:37:29 08/05/2026,97,52,0
20:37:30 08/05/2026,97,52,0
20:37:31 08/05/2026,97,52,0
20:37:32 08/05/2026,97,52,0
20:37:33 08/05/2026,97,52,0
20:37:34 08/05/2026,97,52,0
20:37:35 08/05/2026,97,52,0
20:37:36 08/05/2026,97,52,0
20:37:37 08/05/2026,96,53,0
20:37:38 08/05/2026,96,53,0
20:37:39 08/05/2026,96,53,0
20:37:40 08/05/2026,96,54,0
20:37:41 08/05/2026,96,54,0
20:37:42 08/05/2026,95,54,0
20:37:43 08/05/2026,95,54,0
20:37:44 08/05/2026,95,54,0
20:37:45 08/05/2026,94,55,0
20:37:46 08/05/2026,94,54,0
20:37:47 08/05/2026,94,54,0
20:37:48 08/05/2026,93,54,0
20:37:49 08/05/2026,93,54,0
20:37:50 08/05/2026,93,54,0
20:37:51 08/05/2026,93,55,0
20:37:52 08/05/2026,93,54,0
20:37:53 08/05/2026,93,54,0
20:37:54 08/05/2026,93,54,0
20:37:55 08/05/2026,93,55,0
20:37:56 08/05/2026,93,54,0
20:37:57 08/05/2026,93,54,0
20:37:58 08/05/2026,94,54,0
20:37:59 08/05/2026,95,54,0
20:38:00 08/05/2026,95,54,0
20:38:01 08/05/2026,96,55,0
20:38:02 08/05/2026,97,55,0
20:38:03 08/05/2026,98,56,0
20:38:04 08/05/2026,98,56,0
20:38:05 08/05/2026,98,56,0
20:38:06 08/05/2026,98,56,0
20:38:07 08/05/2026,98,56,0
20:38:08 08/05/2026,98,56,0
20:38:09 08/05/2026,98,56,0
20:38:10 08/05/2026,98,56,0
20:38:11 08/05/2026,98,56,0
20:38:12 08/05/2026,98,56,0
20:38:13 08/05/2026,98,56,0
20:38:14 08/05/2026,98,56,0
20:38:15 08/05/2026,98,56,0
20:38:16 08/05/2026,98,56,0
20:38:17 08/05/2026,98,56,0
20:38:18 08/05/2026,98,57,0
20:38:19 08/05/2026,97,57,0
20:38:20 08/05/2026,97,57,0
20:38:21 08/05/2026,97,57,0
20:38:22 08/05/2026,96,57,0
20:38:23 08/05/2026,96,57,0
20:38:24 08/05/2026,96,57,0
20:38:25 08/05/2026,96,57,0
20:38:26 08/05/2026,96,57,0
20:38:27 08/05/2026,96,57,0
20:38:28 08/05/2026,96,57,0
20:38:29 08/05/2026,96,57,0
20:38:30 08/05/2026,96,57,0
20:38:31 08/05/2026,97,56,0
20:38:32 08/05/2026,97,56,0
20:38:33 08/05/2026,97,56,0
20:38:34 08/05/2026,97,56,0
20:38:35 08/05/2026,97,56,0
20:38:36 08/05/2026,97,56,0
20:38:37 08/05/2026,97,55,0
20:38:38 08/05/2026,97,55,0
20:38:39 08/05/2026,97,55,0
20:38:40 08/05/2026,97,54,0
20:38:41 08/05/2026,97,54,0
20:38:42 08/05/2026,97,53,0
20:38:43 08/05/2026,97,53,0
20:38:44 08/05/2026,97,53,0
20:38:45 08/05/2026,97,53,0
20:38:46 08/05/2026,97,53,0
20:38:47 08/05/2026,97,53,0
20:38:48 08/05/2026,97,53,0
20:38:49 08/05/2026,96,53,0
20:38:50 08/05/2026,96,53,0
20:38:51 08/05/2026,96,53,0
20:38:52 08/05/2026,96,53,0
20:38:53 08/05/2026,96,53,0
20:38:54 08/05/2026,96,53,0
20:38:55 08/05/2026,96,52,0
20:38:56 08/05/2026,96,52,0
20:38:57 08/05/2026,96,51,0
20:38:58 08/05/2026,96,51,0
20:38:59 08/05/2026,96,51,0
20:39:00 08/05/2026,96,51,0
20:39:01 08/05/2026,96,51,0
20:39:02 08/05/2026,96,52,0
20:39:03 08/05/2026,96,52,0
20:39:04 08/05/2026,96,52,0
20:39:05 08/05/2026,96,52,0
20:39:06 08/05/2026,96,52,0
20:39:07 08/05/2026,96,52,0
20:39:08 08/05/2026,96,53,0
20:39:09 08/05/2026,96,53,0
20:39:10 08/05/2026,96,53,0
20:39:11 08/05/2026,96,53,0
20:39:12 08/05/2026,96,53,0
20:39:13 08/05/2026,96,53,0
20:39:14 08/05/2026,96,55,0
20:39:15 08/05/2026,97,57,0
20:39:16 08/05/2026,97,58,0
20:39:17 08/05/2026,97,59,0
20:39:18 08/05/2026,97,60,0
20:39:19 08/05/2026,98,60,0
20:39:20 08/05/2026,98,60,0
20:39:21 08/05/2026,97,59,0
20:39:22 08/05/2026,97,58,0
20:39:23 08/05/2026,97,57,0
20:39:24 08/05/2026,97,57,0
20:39:25 08/05/2026,97,56,0
20:39:26 08/05/2026,97,56,0
20:39:27 08/05/2026,97,56,0
20:39:28 08/05/2026,97,56,0
