Time,Oxygen Level,Pulse Rate,Motion
20:54:17 13/06/2026,95,61,0
20:54:18 13/06/2026,95,61,0
20:54:19 13/06/2026,94,61,0
20:54:20 13/06/2026,94,61,0
20:54:21 13/06/2026,94,62,0
20:54:22 13/06/2026,93,62,0
20:54:23 13/06/2026,93,62,0
20:54:24 13/06/2026,92,61,0
20:54:25 13/06/2026,92,61,0
20:54:26 13/06/2026,92,61,0
20:54:27 13/06/2026,91,62,16
20:54:28 13/06/2026,90,62,0
20:54:29 13/06/2026,90,62,0
20:54:30 13/06/2026,90,62,0
20:54:31 13/06/2026,89,62,0
20:54:32 13/06/2026,89,62,0
20:54:33 13/06/2026,89,63,0
20:54:34 13/06/2026,89,63,0
20:54:35 13/06/2026,89,63,0
20:54:36 13/06/2026,89,62,0
20:54:37 13/06/2026,89,61,0
20:54:38 13/06/2026,88,60,0
20:54:39 13/06/2026,87,60,0
20:54:40 13/06/2026,87,59,0
20:54:41 13/06/2026,86,58,0
20:54:42 13/06/2026,85,58,0
20:54:43 13/06/2026,85,58,0
20:54:44 13/06/2026,85,59,0
20:54:45 13/06/2026,85,59,0
20:54:46 13/06/2026,85,59,0
20:54:47 13/06/2026,85,58,0
20:54:48 13/06/2026,85,58,0
20:54:49 13/06/2026,85,59,0
20:54:50 13/06/2026,85,60,0
20:54:51 13/06/2026,86,60,0
20:54:52 13/06/2026,88,59,0
20:54:53 13/06/2026,90,59,0
20:54:54 13/06/2026,92,59,0
20:54:55 13/06/2026,94,60,0
20:54:56 13/06/2026,96,60,0
20:54:57 13/06/2026,97,60,0
20:54:58 13/06/2026,98,60,4
20:54:59 13/06/2026,98,60,2
20:55:00 13/06/2026,98,61,0
20:55:01 13/06/2026,98,61,0
20:55:02 13/06/2026,98,62,0
20:55:03 13/06/2026,98,62,0
20:55:04 13/06/2026,98,62,0
20:55:05 13/06/2026,98,62,0
20:55:06 13/06/2026,98,62,0
20:55:07 13/06/2026,98,62,0
20:55:08 13/06/2026,98,63,0
20:55:09 13/06/2026,98,63,0
20:55:10 13/06/2026,98,65,0
20:55:11 13/06/2026,98,67,0
20:55:12 13/06/2026,98,68,0
20:55:13 13/06/2026,97,68,0
20:55:14 13/06/2026,97,69,0
20:55:15 13/06/2026,97,69,0
20:55:16 13/06/2026,97,69,0
20:55:17 13/06/2026,97,68,0
20:55:18 13/06/2026,97,67,0
20:55:19 13/06/2026,97,66,0
20:55:20 13/06/2026,97,65,0
20:55:21 13/06/2026,97,65,0
20:55:22 13/06/2026,97,64,0
20:55:23 13/06/2026,97,63,0
20:55:24 13/06/2026,97,63,0
20:55:25 13/06/2026,97,63,0
20:55:26 13/06/2026,97,63,0
20:55:27 13/06/2026,97,63,0
20:55:28 13/06/2026,97,63,0
20:55:29 13/06/2026,97,64,0
20:55:30 13/06/2026,97,64,0
20:55:31 13/06/2026,97,64,0
20:55:32 13/06/2026,97,63,0
20:55:33 13/06/2026,97,62,0
20:55:34 13/06/2026,97,61,0
20:55:35 13/06/2026,97,61,0
20:55:36 13/06/2026,97,61,0
20:55:37 13/06/2026,97,61,0
20:55:38 13/06/2026,97,61,0
20:55:39 13/06/2026,97,62,0
20:55:40 13/06/2026,97,63,0
20:55:41 13/06/2026,97,64,0
20:55:42 13/06/2026,97,64,0
20:55:43 13/06/2026,97,64,0
20:55:44 13/06/2026,97,64,0
20:55:45 13/06/2026,97,64,0
20:55:46 13/06/2026,96,64,0
20:55:47 13/06/2026,96,63,0
20:55:48 13/06/2026,96,63,0
20:55:49 13/06/2026,96,62,0
20:55:50 13/06/2026,96,62,0
20:55:51 13/06/2026,96,62,0
20:55:52 13/06/2026,96,62,0
20:55:53 13/06/2026,96,62,0
20:55:54 13/06/2026,97,62,0
20:55:55 13/06/2026,97,62,0
20:55:56 13/06/2026,97,62,0
20:55:57 13/06/2026,97,62,0
20:55:58 13/06/2026,97,63,0
20:55:59 13/06/2026,97,63,0
20:56:00 13/06/2026,97,63,0
20:56:01 13/06/2026,97,63,0
20:56:02 13/06/2026,96,62,0
20:56:03 13/06/2026,96,61,0
20:56:04 13/06/2026,96,60,0
20:56:05 13/06/2026,96,60,0
20:56:06 13/06/2026,96,59,0
20:56:07 13/06/2026,96,59,0
20:56:08 13/06/2026,96,59,0
20:56:09 13/06/2026,96,59,0
20:56:10 13/06/2026,96,60,0
20:56:11 13/06/2026,96,60,0
20:56:12 13/06/2026,96,60,0
20:56:13 13/06/2026,96,60,0
20:56:14 13/06/2026,96,60,0
20:56:15 13/06/2026,96,60,0
20:56:16 13/06/2026,95,60,0
20:56:17 13/06/2026,95,59,0
20:56:18 13/06/2026,95,59,0
20:56:19 13/06/2026,94,59,0
20:56:20 13/06/2026,94,59,0
20:56:21 13/06/2026,94,59,0
20:56:22 13/06/2026,93,60,0
20:56:23 13/06/2026,93,60,0
20:56:24 13/06/2026,92,60,0
20:56:25 13/06/2026,92,61,0
20:56:26 13/06/2026,91,62,0
20:56:27 13/06/2026,91,63,0
20:56:28 13/06/2026,90,63,0
20:56:29 13/06/2026,90,63,0
20:56:30 13/06/2026,89,61,0
20:56:31 13/06/2026,89,60,0
20:56:32 13/06/2026,88,60,0
20:56:33 13/06/2026,88,59,0
20:56:34 13/06/2026,88,58,0
20:56:35 13/06/2026,88,57,0
20:56:36 13/06/2026,88,56,20
20:56:37 13/06/2026,88,57,0
20:56:38 13/06/2026,88,57,0
20:56:39 13/06/2026,88,57,0
20:56:40 13/06/2026,88,57,0
20:56:41 13/06/2026,88,57,0
20:56:42 13/06/2026,88,58,0
20:56:43 13/06/2026,88,59,0
20:56:44 13/06/2026,89,59,0
20:56:45 13/06/2026,89,60,0
20:56:46 13/06/2026,89,60,0
20:56:47 13/06/2026,90,60,0
20:56:48 13/06/2026,91,61,0
20:56:49 13/06/2026,93,61,0
20:56:50 13/06/2026,94,61,0
20:56:51 13/06/2026,95,61,0
20:56:52 13/06/2026,97,62,0
20:56:53 13/06/2026,98,62,0
20:56:54 13/06/2026,98,62,0
20:56:55 13/06/2026,98,62,0
20:56:56 13/06/2026,97,61,0
20:56:57 13/06/2026,97,60,0
20:56:58 13/06/2026,97,60,0
20:56:59 13/06/2026,97,59,0
20:57:00 13/06/2026,97,59,0
20:57:01 13/06/2026,97,59,0
20:57:02 13/06/2026,97,59,0
20:57:03 13/06/2026,97,60,0
20:57:04 13/06/2026,97,60,0
20:57:05 13/06/2026,97,60,0
20:57:06 13/06/2026,97,60,0
20:57:07 13/06/2026,97,60,0
20:57:08 13/06/2026,97,60,0
20:57:09 13/06/2026,97,60,0
20:57:10 13/06/2026,97,60,0
20:57:11 13/06/2026,97,60,0
20:57:12 13/06/2026,97,61,0
20:57:13 13/06/2026,97,61,0
20:57:14 13/06/2026,97,62,0
20:57:15 13/06/2026,96,62,0
20:57:16 13/06/2026,96,62,0
20:57:17 13/06/2026,96,62,0
20:57:18 13/06/2026,96,62,0
20:57:19 13/06/2026,96,62,0
20:57:20 13/06/2026,96,62,0
20:57:21 13/06/2026,96,62,0
20:57:22 13/06/2026,96,62,0
20:57:23 13/06/2026,96,62,0
20:57:24 13/06/2026,96,62,0
20:57:25 13/06/2026,96,61,0
20:57:26 13/06/2026,96,61,0
20:57:27 13/06/2026,96,61,0
20:57:28 13/06/2026,96,60,0
20:57:29 13/06/2026,96,59,0
20:57:30 13/06/2026,96,59,0
20:57:31 13/06/2026,96,59,0
20:57:32 13/06/2026,96,58,0
20:57:33 13/06/2026,95,58,0
20:57:34 13/06/2026,95,58,0
20:57:35 13/06/2026,94,58,0
20:57:36 13/06/2026,94,58,0
20:57:37 13/06/2026,94,58,0
20:57:38 13/06/2026,93,58,0
20:57:39 13/06/2026,93,58,0
20:57:40 13/06/2026,92,58,0
20:57:41 13/06/2026,92,58,0
20:57:42 13/06/2026,92,59,0
20:57:43 13/06/2026,91,59,0
20:57:44 13/06/2026,91,60,0
20:57:45 13/06/2026,90,60,0
20:57:46 13/06/2026,90,60,0
20:57:47 13/06/2026,89,60,0
20:57:48 13/06/2026,89,60,0
20:57:49 13/06/2026,88,60,0
20:57:50 13/06/2026,88,60,0
20:57:51 13/06/2026,87,59,0
20:57:52 13/06/2026,87,60,0
20:57:53 13/06/2026,86,60,0
20:57:54 13/06/2026,86,60,0
20:57:55 13/06/2026,85,60,0
20:57:56 13/06/2026,85,60,0
20:57:57 13/06/2026,85,60,0
20:57:58 13/06/2026,85,59,0
20:57:59 13/06/2026,85,59,0
20:58:00 13/06/2026,85,59,0
20:58:01 13/06/2026,85,59,0
20:58:02 13/06/2026,85,59,0
20:58:03 13/06/2026,85,60,0
20:58:04 13/06/2026,85,60,0
20:58:05 13/06/2026,85,60,0
20:58:06 13/06/2026,85,60,0
20:58:07 13/06/2026,85,60,0
20:58:08 13/06/2026,86,60,0
20:58:09 13/06/2026,87,60,0
20:58:10 13/06/2026,89,60,0
20:58:11 13/06/2026,91,59,0
20:58:12 13/06/2026,93,59,0
20:58:13 13/06/2026,95,59,0
20:58:14 13/06/2026,96,58,0
20:58:15 13/06/2026,97,58,0
20:58:16 13/06/2026,97,58,0
20:58:17 13/06/2026,97,58,0
20:58:18 13/06/2026,97,58,0
20:58:19 13/06/2026,97,58,0
20:58:20 13/06/2026,97,58,0
20:58:21 13/06/2026,97,58,0
20:58:22 13/06/2026,97,58,0
20:58:23 13/06/2026,97,59,0
20:58:24 13/06/2026,97,59,0
20:58:25 13/06/2026,97,60,0
20:58:26 13/06/2026,97,60,0
20:58:27 13/06/2026,97,61,0
20:58:28 13/06/2026,97,61,0
20:58:29 13/06/2026,97,61,0
20:58:30 13/06/2026,96,61,0
20:58:31 13/06/2026,96,61,0
20:58:32 13/06/2026,96,60,0
20:58:33 13/06/2026,96,60,0
20:58:34 13/06/2026,96,60,0
20:58:35 13/06/2026,96,60,0
20:58:36 13/06/2026,96,60,0
20:58:37 13/06/2026,96,60,0
20:58:38 13/06/2026,96,60,0
20:58:39 13/06/2026,95,60,0
20:58:40 13/06/2026,95,60,0
20:58:41 13/06/2026,95,60,0
20:58:42 13/06/2026,94,60,0
20:58:43 13/06/2026,94,60,0
20:58:44 13/06/2026,94,60,0
20:58:45 13/06/2026,93,60,0
20:58:46 13/06/2026,93,60,0
20:58:47 13/06/2026,92,60,0
20:58:48 13/06/2026,92,60,0
20:58:49 13/06/2026,91,60,0
20:58:50 13/06/2026,91,59,0
20:58:51 13/06/2026,90,59,0
20:58:52 13/06/2026,90,60,0
20:58:53 13/06/2026,90,60,0
20:58:54 13/06/2026,89,60,0
20:58:55 13/06/2026,89,59,0
20:58:56 13/06/2026,88,59,0
